Geography_Name,Geography_Level,Demographic_Level,Demographic_Name,Indicator_Label,Indicator Category Label,Influenza_Season,Month_Week,Week_Ending,Current_Season_Week_Ending_Label,Point_Estimate,CI_HalfWidth,n_unweighted,n_weighted,Suppression_Flag,Legend_Label,95 CI (%),Indicator_Category_Label_Sort,Demographic_Level_Sort_Order,Demographic_Name_Sort_Order,geography_name_order,geography_level_sort_order,Season_Sort,Legend_Sort
National,National,Age,5-11 years,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.349,0.9056,41378,28564997,0,"2023-2024, National. Age: 5-11 years",34.0 - 35.8,,2,6,1,1,1,1010206
National,National,Age,5-11 years,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.349,0.9056,41378,28564997,0,"2023-2024, National. Age: 5-11 years",34.0 - 35.8,1,2,6,1,1,1,1010206
National,National,Age,5-11 years,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.369,1.1369,41378,28410395,0,"2023-2024, National. Age: 5-11 years",35.8 - 38.0,,2,6,1,1,1,1010206
National,National,Age,5-11 years,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.369,1.1369,41378,28410395,0,"2023-2024, National. Age: 5-11 years",35.8 - 38.0,1,2,6,1,1,1,1010206
National,National,Age,5-12 years,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.183,0.8418,49751,32255117,0,"2023-2024, National. Age: 5-12 years",17.4 - 19.1,,2,8,1,1,1,1010208
National,National,Age,5-12 years,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.183,0.8418,49751,32255117,0,"2023-2024, National. Age: 5-12 years",17.4 - 19.1,1,2,8,1,1,1,1010208
National,National,Age,5-12 years,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.216,1.131,49751,32541063,0,"2023-2024, National. Age: 5-12 years",20.4 - 22.7,,2,8,1,1,1,1010208
National,National,Age,5-12 years,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.216,1.131,49751,32541063,0,"2023-2024, National. Age: 5-12 years",20.4 - 22.7,1,2,8,1,1,1,1010208
National,National,Age,5-12 years,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.251,1.2733,49751,32585579,0,"2023-2024, National. Age: 5-12 years",23.8 - 26.4,,2,8,1,1,1,1010208
National,National,Age,5-12 years,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.251,1.2733,49751,32585579,0,"2023-2024, National. Age: 5-12 years",23.8 - 26.4,1,2,8,1,1,1,1010208
National,National,Age,5-12 years,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.271,1.4944,49751,32351999,0,"2023-2024, National. Age: 5-12 years",25.6 - 28.6,,2,8,1,1,1,1010208
National,National,Age,5-12 years,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.271,1.4944,49751,32351999,0,"2023-2024, National. Age: 5-12 years",25.6 - 28.6,1,2,8,1,1,1,1010208
Wyoming,State,Overall,Overall,Up-to-date,Yes,2023-2024,February Week 4,2024-02-24,2024-02-24,0.353,4.0947,1943,82698,0,"2023-2024, Wyoming. Overall (6 months-17 years)",31.2 - 39.4,,1,1,65,3,1,1650101
Illinois-City of Chicago,Substate,Overall,Overall,Up-to-date,Yes,2023-2024,February Week 4,2024-02-24,2024-02-24,0.589,5.8888,1201,530580,0,"2023-2024, Illinois-City of Chicago. Overall (6 months-17 years)",53.0 - 64.8,,1,1,66,4,1,1660101
National,National,Age,5-12 years,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.35,0.829,49751,32255744,0,"2023-2024, National. Age: 5-12 years",34.2 - 35.8,,2,8,1,1,1,1010208
National,National,Age,6 months-4 years,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.217,1.167,38385,16696797,0,"2023-2024, National. Age: 6 months-4 years",20.6 - 22.9,,2,3,1,1,1,1010203
National,National,Age,6 months-4 years,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.217,1.167,38385,16696797,0,"2023-2024, National. Age: 6 months-4 years",20.6 - 22.9,1,2,3,1,1,1,1010203
National,National,Age,6 months-4 years,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.249,1.359,38385,16410850,0,"2023-2024, National. Age: 6 months-4 years",23.5 - 26.2,,2,3,1,1,1,1010203
National,National,Age,6 months-4 years,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.249,1.359,38385,16410850,0,"2023-2024, National. Age: 6 months-4 years",23.5 - 26.2,1,2,3,1,1,1,1010203
National,National,Age,6 months-4 years,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.288,1.7792,38385,16366335,0,"2023-2024, National. Age: 6 months-4 years",27.0 - 30.6,,2,3,1,1,1,1010203
National,National,Age,6 months-4 years,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.288,1.7792,38385,16366335,0,"2023-2024, National. Age: 6 months-4 years",27.0 - 30.6,1,2,3,1,1,1,1010203
National,National,Age,6 months-4 years,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.306,1.9776,38385,16599914,0,"2023-2024, National. Age: 6 months-4 years",28.6 - 32.5,,2,3,1,1,1,1010203
National,National,Age,6 months-4 years,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.306,1.9776,38385,16599914,0,"2023-2024, National. Age: 6 months-4 years",28.6 - 32.5,1,2,3,1,1,1,1010203
National,National,Age,6 months-4 years,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.383,1.2259,38385,16694645,0,"2023-2024, National. Age: 6 months-4 years",37.1 - 39.5,,2,3,1,1,1,1010203
National,National,Age,6 months-4 years,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.383,1.2259,38385,16694645,0,"2023-2024, National. Age: 6 months-4 years",37.1 - 39.5,1,2,3,1,1,1,1010203
National,National,Age,6 months-4 years,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.407,1.4871,38385,16697791,0,"2023-2024, National. Age: 6 months-4 years",39.2 - 42.2,,2,3,1,1,1,1010203
National,National,Age,6 months-4 years,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.407,1.4871,38385,16697791,0,"2023-2024, National. Age: 6 months-4 years",39.2 - 42.2,1,2,3,1,1,1,1010203
National,National,Age,6-23 months,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.244,2.1377,14535,5430374,0,"2023-2024, National. Age: 6-23 months",22.3 - 26.6,,2,4,1,1,1,1010204
National,National,Age,6-23 months,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.244,2.1377,14535,5430374,0,"2023-2024, National. Age: 6-23 months",22.3 - 26.6,1,2,4,1,1,1,1010204
National,National,Mother's Education,>= College degree,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.282,1.4198,56635,33194756,0,"2023-2024, National. Mother's Education: >= College degree",26.8 - 29.6,,3,13,1,1,1,1010313
National,National,Mother's Education,>= College degree,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.282,1.4198,56635,33194756,0,"2023-2024, National. Mother's Education: >= College degree",26.8 - 29.6,1,3,13,1,1,1,1010313
National,National,Mother's Education,>= College degree,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.302,1.6511,56635,33064843,0,"2023-2024, National. Mother's Education: >= College degree",28.5 - 31.8,,3,13,1,1,1,1010313
National,National,Mother's Education,>= College degree,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.302,1.6511,56635,33064843,0,"2023-2024, National. Mother's Education: >= College degree",28.5 - 31.8,1,3,13,1,1,1,1010313
National,National,Mother's Education,>= College degree,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.409,0.9034,56635,33936044,0,"2023-2024, National. Mother's Education: >= College degree",40.0 - 41.8,,3,13,1,1,1,1010313
National,National,Mother's Education,>= College degree,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.409,0.9034,56635,33936044,0,"2023-2024, National. Mother's Education: >= College degree",40.0 - 41.8,1,3,13,1,1,1,1010313
National,National,Mother's Education,>= College degree,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.437,1.1683,56635,33386939,0,"2023-2024, National. Mother's Education: >= College degree",42.5 - 44.8,,3,13,1,1,1,1010313
National,National,Mother's Education,>= College degree,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.437,1.1683,56635,33386939,0,"2023-2024, National. Mother's Education: >= College degree",42.5 - 44.8,1,3,13,1,1,1,1010313
National,National,Mother's Education,High school or equivalent,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.173,1.2947,19098,10875634,0,"2023-2024, National. Mother's Education: High school or equivalent",16.0 - 18.6,,3,11,1,1,1,1010311
National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.173,1.2947,19098,10875634,0,"2023-2024, National. Mother's Education: High school or equivalent",16.0 - 18.6,1,3,11,1,1,1,1010311
National,National,Mother's Education,High school or equivalent,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.192,1.5864,19098,13272926,0,"2023-2024, National. Mother's Education: High school or equivalent",17.6 - 20.8,,3,11,1,1,1,1010311
National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.192,1.5864,19098,13272926,0,"2023-2024, National. Mother's Education: High school or equivalent",17.6 - 20.8,1,3,11,1,1,1,1010311
National,National,Mother's Education,High school or equivalent,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.21,1.7603,19098,12106004,0,"2023-2024, National. Mother's Education: High school or equivalent",19.3 - 22.8,,3,11,1,1,1,1010311
National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.21,1.7603,19098,12106004,0,"2023-2024, National. Mother's Education: High school or equivalent",19.3 - 22.8,1,3,11,1,1,1,1010311
National,National,Mother's Education,Less than high school,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.247,2.3418,7038,5064248,0,"2023-2024, National. Mother's Education: Less than high school",22.3 - 27.0,1,3,10,1,1,1,1010310
National,National,Mother's Education,Less than high school,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.325,2.0863,7038,5081411,0,"2023-2024, National. Mother's Education: Less than high school",30.4 - 34.5,,3,10,1,1,1,1010310
National,National,Mother's Education,Less than high school,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.325,2.0863,7038,5081411,0,"2023-2024, National. Mother's Education: Less than high school",30.4 - 34.5,1,3,10,1,1,1,1010310
National,National,Mother's Education,Less than high school,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.325,2.0861,7038,4317330,0,"2023-2024, National. Mother's Education: Less than high school",30.4 - 34.6,,3,10,1,1,1,1010310
National,National,Mother's Education,Less than high school,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.325,2.0861,7038,4317330,0,"2023-2024, National. Mother's Education: Less than high school",30.4 - 34.6,1,3,10,1,1,1,1010310
National,National,Mother's Education,Some college,Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.151,1.1392,25309,15870738,0,"2023-2024, National. Mother's Education: Some college",14.0 - 16.3,,3,12,1,1,1,1010312
National,National,Mother's Education,Some college,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.151,1.1392,25309,15870738,0,"2023-2024, National. Mother's Education: Some college",14.0 - 16.3,1,3,12,1,1,1,1010312
National,National,Mother's Education,Some college,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.17,1.2582,25309,14802826,0,"2023-2024, National. Mother's Education: Some college",15.7 - 18.2,,3,12,1,1,1,1010312
National,National,Mother's Education,Some college,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.17,1.2582,25309,14802826,0,"2023-2024, National. Mother's Education: Some college",15.7 - 18.2,1,3,12,1,1,1,1010312
National,National,Mother's Education,Some college,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.198,1.6411,25309,15947128,0,"2023-2024, National. Mother's Education: Some college",18.2 - 21.5,,3,12,1,1,1,1010312
National,National,Mother's Education,Some college,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.198,1.6411,25309,15947128,0,"2023-2024, National. Mother's Education: Some college",18.2 - 21.5,1,3,12,1,1,1,1010312
National,National,Mother's Education,Some college,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.215,1.9345,25309,15061614,0,"2023-2024, National. Mother's Education: Some college",19.5 - 23.4,,3,12,1,1,1,1010312
National,National,Mother's Education,Some college,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.215,1.9345,25309,15061614,0,"2023-2024, National. Mother's Education: Some college",19.5 - 23.4,1,3,12,1,1,1,1010312
National,National,Overall,Overall,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.363,0.7421,114521,70585594,0,"2023-2024, National. Overall (6 months-17 years)",35.6 - 37.1,,1,1,1,1,1,1010101
National,National,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.363,0.7421,114521,70585594,0,"2023-2024, National. Overall (6 months-17 years)",35.6 - 37.1,1,1,1,1,1,1,1010101
National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,Yes,2023-2024,October Week 2,2023-10-07,2023-10-07,0.171,1.0967,26084,15240890,0,"2023-2024, National. Poverty Status: Above Poverty, Income < $75k",16.0 - 18.2,,4,15,1,1,1,1010415
National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.171,1.0967,26084,15240890,0,"2023-2024, National. Poverty Status: Above Poverty, Income < $75k",16.0 - 18.2,1,4,15,1,1,1,1010415
National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.183,1.1942,26084,15279209,0,"2023-2024, National. Poverty Status: Above Poverty, Income < $75k",17.1 - 19.5,,4,15,1,1,1,1010415
National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.183,1.1942,26084,15279209,0,"2023-2024, National. Poverty Status: Above Poverty, Income < $75k",17.1 - 19.5,1,4,15,1,1,1,1010415
National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.206,1.3795,26084,17175943,0,"2023-2024, National. Poverty Status: Above Poverty, Income < $75k",19.2 - 21.9,,4,15,1,1,1,1010415
National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.206,1.3795,26084,17175943,0,"2023-2024, National. Poverty Status: Above Poverty, Income < $75k",19.2 - 21.9,1,4,15,1,1,1,1010415
National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.215,1.6384,26084,16282615,0,"2023-2024, National. Poverty Status: Above Poverty, Income < $75k",19.8 - 23.1,,4,15,1,1,1,1010415
National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.215,1.6384,26084,16282615,0,"2023-2024, National. Poverty Status: Above Poverty, Income < $75k",19.8 - 23.1,1,4,15,1,1,1,1010415
National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.29,1.1268,26084,16929630,0,"2023-2024, National. Poverty Status: Above Poverty, Income < $75k",27.9 - 30.1,,4,15,1,1,1,1010415
National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.29,1.1268,26084,16929630,0,"2023-2024, National. Poverty Status: Above Poverty, Income < $75k",27.9 - 30.1,1,4,15,1,1,1,1010415
National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3,1.261,26084,15448206,0,"2023-2024, National. Poverty Status: Above Poverty, Income < $75k",28.7 - 31.3,,4,15,1,1,1,1010415
National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3,1.261,26084,15448206,0,"2023-2024, National. Poverty Status: Above Poverty, Income < $75k",28.7 - 31.3,1,4,15,1,1,1,1010415
National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.208,1.5697,14596,11325630,0,"2023-2024, National. Poverty Status: Below Poverty",19.2 - 22.3,1,4,16,1,1,1,1010416
National,National,Poverty Status,Below Poverty,Up-to-date,Yes,2023-2024,October Week 3,2023-10-14,2023-10-14,0.222,1.6143,14596,11233604,0,"2023-2024, National. Poverty Status: Below Poverty",20.6 - 23.8,,4,16,1,1,1,1010416
National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.222,1.6143,14596,11233604,0,"2023-2024, National. Poverty Status: Below Poverty",20.6 - 23.8,1,4,16,1,1,1,1010416
National,National,Poverty Status,Below Poverty,Up-to-date,Yes,2023-2024,October Week 4,2023-10-21,2023-10-21,0.255,2.366,14596,10456131,0,"2023-2024, National. Poverty Status: Below Poverty",23.1 - 27.9,,4,16,1,1,1,1010416
National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.255,2.366,14596,10456131,0,"2023-2024, National. Poverty Status: Below Poverty",23.1 - 27.9,1,4,16,1,1,1,1010416
National,National,Poverty Status,Below Poverty,Up-to-date,Yes,2023-2024,October Week 5,2023-10-28,2023-10-28,0.279,2.9041,14596,10006020,0,"2023-2024, National. Poverty Status: Below Poverty",25.0 - 30.8,,4,16,1,1,1,1010416
National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.279,2.9041,14596,10006020,0,"2023-2024, National. Poverty Status: Below Poverty",25.0 - 30.8,1,4,16,1,1,1,1010416
National,National,Poverty Status,Below Poverty,Up-to-date,Yes,2023-2024,November Week 1,2023-11-04,2023-11-04,0.309,1.4589,14596,10387321,0,"2023-2024, National. Poverty Status: Below Poverty",29.4 - 32.4,,4,16,1,1,1,1010416
National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.309,1.4589,14596,10387321,0,"2023-2024, National. Poverty Status: Below Poverty",29.4 - 32.4,1,4,16,1,1,1,1010416
National,National,Poverty Status,Below Poverty,Up-to-date,Yes,2023-2024,November Week 2,2023-11-11,2023-11-11,0.314,1.5062,14596,9213288,0,"2023-2024, National. Poverty Status: Below Poverty",29.9 - 32.9,,4,16,1,1,1,1010416
